nro,Jerga,tipo,descripción corta,Descripción,fuente
1606,rosca,Jerga,Homosexual,Homosexual,https://jergozo.com/diccionario-peruano
1607,roto,Jerga,chileno,Roto significa chileno,https://jergozo.com/diccionario-peruano
1608,rotoso,Jerga,miserable,"Desharrapado, miserable.",https://jergozo.com/diccionario-peruano
1609,rubia al pomo,Jerga,de cabello teñido,De pelo teñido a rubio,https://jergozo.com/diccionario-peruano
1610,ruca,Jerga,prostituta,Prostituta. También ofensivo referido a una mujer.,https://jergozo.com/diccionario-peruano
1611,ruma,Jerga,montón,"Rimero, montón.",https://jergozo.com/diccionario-peruano
1612,rumbero,Jerga,bailarín,"Guía de embarcaciones fluviales, en la zona amazónica del Perú.",https://jergozo.com/diccionario-peruano
1613,run run,Jerga,zorro,zorro,https://jergozo.com/diccionario-peruano
1614,sabrosón,Jerga,Cosa divertida,Cosa divertida.,https://jergozo.com/diccionario-peruano
1615,sacadera de plata,Jerga,costoso,Cosa que cuesta mucho dinero.,https://jergozo.com/diccionario-peruano
1616,sacalagua,Jerga,mulato,Mulato de piel clara.,https://jergozo.com/diccionario-peruano
1617,sacar la chucha,Jerga,golpear a alguien,golpear a alguien,https://jergozo.com/diccionario-peruano
1618,sacar la mugre,Jerga,golpear a alguien,"1) pegar contundentemente; 2) (reflexivo) esforzarse mucho, ya sea física o mentalmente",https://jergozo.com/diccionario-peruano
1619,sacarse el sombrero,Jerga,admiración,Quitarse el sombrero demostrando admiración.,https://jergozo.com/diccionario-peruano
1620,sacavueltero,Jerga,infiel,Infiel,https://jergozo.com/diccionario-peruano
1621,saco largo,Jerga,dominado por su mujer,Varón influenciado o dominado por su pareja,https://jergozo.com/diccionario-peruano
1622,sacolargo,Jerga,dominado por su mujer,"Hombre, cuya mujer lo domina.",https://jergozo.com/diccionario-peruano
1623,safari,Jerga,irse,"Viene de la palabra zafar , salir de un lugar o irse",https://jergozo.com/diccionario-peruano
1624,safarrancho,Jerga,desorden,"Desorden , ruido",https://jergozo.com/diccionario-peruano
1625,safo,Jerga,me voy,"Safo significa; me voy, see you, hasta la vista, bye; es un modo de despedirse",https://jergozo.com/diccionario-peruano
1626,sajiro,Jerga,esperar,"Darle un momento, esperar, aguantar,",https://jergozo.com/diccionario-peruano
1627,salamero,Jerga,adulador,"Un adulador, persona que tiene labia para enamorar o elogiar a alguien.",https://jergozo.com/diccionario-peruano
1628,salar,Jerga,malograr,"Manchar, deshonrar.",https://jergozo.com/diccionario-peruano
1629,salchichón,Jerga,pene,Miembro viril de gran tamaño,https://jergozo.com/diccionario-peruano
1630,salir del closet,expresión,homosexualidad,Revelar voluntariamente su homoxeualidad.,https://jergozo.com/diccionario-peruano
1631,salpica,Jerga,sal de aquí,"Retírate, sal de aquí",https://jergozo.com/diccionario-peruano
1632,saltante,Jerga,notable,"Destacado, notable.",https://jergozo.com/diccionario-peruano
1633,saltapatrás,Jerga,bebida alcohólica,Bebida alcohólica fuerte y de poca calidad,https://jergozo.com/diccionario-peruano
1634,salvada,Jerga,rescate,Rescate.,https://jergozo.com/diccionario-peruano
1635,sambumba,Jerga,fruta exótica,Fruta exótica del perú ubicada en huancabamba la cual puede ser utilizada como postre o otra cosa gastronomíca,https://jergozo.com/diccionario-peruano
1636,san martín,Jerga,látigo,"Azote pequeño de cuero trenzado con tres puntas, usado antiguamente por los padres para castigar",https://jergozo.com/diccionario-peruano
1637,san se acabó,Jerga,se acabo,Se acabo,https://jergozo.com/diccionario-peruano
1638,sanbumba,Jerga,fruta exótica,Fruta exótica del perú ubicada en huancabamba la cual puede ser utilizada como postre o otra cosa gastronomíca,https://jergozo.com/diccionario-peruano
1639,sanchecia,Jerga,planta del Perú,"Planta escrofulariácea (Sanchezia glaucophyla, Sanchezia nobilis y otras).",https://jergozo.com/diccionario-peruano
1640,sancochar,Jerga,cocinar,Cocer,https://jergozo.com/diccionario-peruano
1641,sango,Jerga,harina tostada,harina tostada,https://jergozo.com/diccionario-peruano
1642,sangrón,Jerga,aprovechado,"(Adj) vividor, aprovechado, parásito",https://jergozo.com/diccionario-peruano
1643,sanguche,Jerga,sandwich,"Palabra usada en el Perú para referirse a la españolización de la palabra en inglés ""Sandwich""",https://jergozo.com/diccionario-peruano
1644,sanguchería,Jerga,pastelería,"Expendio de sánguches (sandwich) , sandwichería, bocatería",https://jergozo.com/diccionario-peruano
1645,sanky,Jerga,fruta andina,"Fruta andina con gran contenido de vitamina C, Potasio, calcio, fosforo y magnesio. Se da en un cactus de mas de dos metros de alto, conocido como ""giganton"". Es usado ancestralmente como ""rehidratante natural"" para recorrer grandes distancias en las montañas andinas. Otro de sus nombres es ""quitahambre"" precisamente por su capacidad de dar la sensacion de saciedad. Fue redescubierto en el año 2006 por Deiter Linares, investigador en alimentos prehispanicos y director de Peru Natural (www.perunatural.com), actualmente es la base para productos como el nectar ligth de sanky, el champu de sanky y la crema de sanky antipsoriasis (www.cremasanky.com)",https://jergozo.com/diccionario-peruano
1646,santoyo,Jerga,cumpleaños,(Sust) cumpleaños,https://jergozo.com/diccionario-peruano
1647,sapear,Jerga,vigilar,La gente que esta dedicada a observar o mirar a la demas gente...como vigilarlas!!,https://jergozo.com/diccionario-peruano
1648,sarita,Jerga,Sombrero de paja.,Sombrero de paja.,https://jergozo.com/diccionario-peruano
1649,sarrapastroso,Jerga,sucio,"Mugriento , sucio, cochino",https://jergozo.com/diccionario-peruano
1650,sayonara,Jerga,sandalias,"Sandalias , ojotas, playeras o chancletas",https://jergozo.com/diccionario-peruano
1651,se ha soñado,Jerga,se desmayó,Se ha desmayado,https://jergozo.com/diccionario-peruano
1652,seco de chabelo,Jerga,tipo de comida peruana,"Comida piurana , plato típico",https://jergozo.com/diccionario-peruano
1653,sedicioso,Jerga,anarquista,Persona que promueve el delito contra la seguridad del estado o toma parte en él,https://jergozo.com/diccionario-peruano
1654,semaforo,Jerga,vigia,Montar guardia obligada o voluntaria,https://jergozo.com/diccionario-peruano
1655,sen sen,Jerga,Juego de niños,Juego de niños,https://jergozo.com/diccionario-peruano
1656,sencillar,Jerga,cambiar dinero,Cambiar billete o moneda por otros de menor denominación,https://jergozo.com/diccionario-peruano
1657,senderista,Jerga,terrorista,Miembro de Sendero Luminoso.,https://jergozo.com/diccionario-peruano
1658,sentar cabeza,expresión,madurar,"Asumir sus responsabilidades , madurar",https://jergozo.com/diccionario-peruano
1659,señito,Jerga,Señora,Señora,https://jergozo.com/diccionario-peruano
1660,ser bien de adentro,expresión,buena persona,Ser una buena persona.,https://jergozo.com/diccionario-peruano
1661,ser del otro equipo,expresión,Homosexual,Dícese de alguien que es de tendencia homosexual.,https://jergozo.com/diccionario-peruano
1662,ser duro,Jerga,Tacaño,Tacaño,https://jergozo.com/diccionario-peruano
1663,ser piedra,Jerga,Tacaño,"Ser guapo,a. Piedrón, pepón, de buena pinta.",https://jergozo.com/diccionario-peruano
1664,ser piña,Jerga,desafortunado,"Ser desafortunado, tener mala suerte.",https://jergozo.com/diccionario-peruano
1665,ser un chucha,expresión,Ser lo mejor,Ser lo mejor,https://jergozo.com/diccionario-peruano
1666,serenazgo,Jerga,guardia de seguridad,El servicio que prestan los serenos (nocturnos),https://jergozo.com/diccionario-peruano
1667,sereno,Jerga,guardia de seguridad,Guardia de seguridad (segurata - esp),https://jergozo.com/diccionario-peruano
1668,serpentinas bien elasticas,expresión,cervezas heladas,Equivalente a cervezas bien heladas,https://jergozo.com/diccionario-peruano
1669,serrano,Jerga,persona de los andes,"Palabra despectiva para referirse a una persona con rasgos aborígenes, ya que comúnmente en la sierra se encuentran este tipo de personas",https://jergozo.com/diccionario-peruano
1670,serruchar el piso,expresión,traicionar,Aprovecharse de una situación para perjudicar a otra persona. Se usa más en el ámbito laboral.,https://jergozo.com/diccionario-peruano
1671,serrucho,Jerga,que traiciona,Quita novias,https://jergozo.com/diccionario-peruano
1672,servilleta,Jerga,empleada,"(F) trabajadora doméstica, criada",https://jergozo.com/diccionario-peruano
1673,sexear,Jerga,tener sexo,Tener relaciones sexuales,https://jergozo.com/diccionario-peruano
1674,shapingo,Jerga,demonio,"Diablo , demonio",https://jergozo.com/diccionario-peruano
1675,sherete,Jerga,pareja sentimental,"Enamorado(a) , novio(a)",https://jergozo.com/diccionario-peruano
1676,si o si,Jerga,es un hecho,"Frase que se usa para indicar que algo se debe realizar a como de lugar, obligatoria mente, sin discusión alguna.",https://jergozo.com/diccionario-peruano
1677,siempre llendo por la sombra,expresión,,Quiere decir que vayas con cuidado tambien que siempre ser discreto,https://jergozo.com/diccionario-peruano
1678,sietebuches,Jerga,glotón,Glotón,https://jergozo.com/diccionario-peruano
1679,sietecolores,Jerga,combinación de comidas,combinación de comidas,https://jergozo.com/diccionario-peruano
1680,sincho,Jerga,correa,Correa usada por el hombre andino,https://jergozo.com/diccionario-peruano
1681,sipo,Jerga,claro,"Si, porqué?",https://jergozo.com/diccionario-peruano
1682,sobaco,Jerga,axila,Axila,https://jergozo.com/diccionario-peruano
1683,sobar,Jerga,adular,"Hacer la pelota, adular.",https://jergozo.com/diccionario-peruano
1684,sobon,Jerga,adulador,Dícese de la persona que se la pasa en todo momento o al pendiente de lo que haga otra con mayor nivel con el fin de sacar algun provecho.,https://jergozo.com/diccionario-peruano
1685,sobrado,Jerga,creído,"Pelado , calvo, que se pasa ""de frente"", koyac",https://jergozo.com/diccionario-peruano
1686,sobre el pucho,expresión,en seguida,Inmediatamente; en seguida.,https://jergozo.com/diccionario-peruano
1687,cabrilla,Jerga,Homosexual,Homosexual,https://jergozo.com/diccionario-peruano
1688,sobretiempo,Jerga,hora extra,Horas extra; jornal pagado por ellas. Prórroga (deportes).,https://jergozo.com/diccionario-peruano
1689,socio,Jerga,amigo,Amigo.,https://jergozo.com/diccionario-peruano
1690,socotroco,Jerga,pene,Pene grande,https://jergozo.com/diccionario-peruano
1691,sófero,Jerga,enorme,"Tremendo, enorme.",https://jergozo.com/diccionario-peruano
1692,soga,Jerga,corbata,(F) corbata,https://jergozo.com/diccionario-peruano
1693,solapa,Jerga,discreto,Ser discreto,https://jergozo.com/diccionario-peruano
1694,solar,Jerga,Casa de vecindad,Casa de vecindad.,https://jergozo.com/diccionario-peruano
1695,soli,Jerga,amigo,"Entre adolescentes, llaman así a un amigo especial, el que te da soporte y no puedes remplazar.",https://jergozo.com/diccionario-peruano
1696,soñarse,Jerga,desmayarse,"Desmayarse , desvanecerse",https://jergozo.com/diccionario-peruano
1697,sopa,Jerga,repleto,"Repleto, denota abundancia",https://jergozo.com/diccionario-peruano
1698,soplamocos,Jerga,Cachetada,Cachetada,https://jergozo.com/diccionario-peruano
1699,soplarse,Jerga,Aguantar,Aguantar.,https://jergozo.com/diccionario-peruano
1700,soplón,Jerga,que traiciona,Persona que delata a otra,https://jergozo.com/diccionario-peruano
1701,sorete,Jerga,excremento,1. Porción de mierda insignificante.,https://jergozo.com/diccionario-peruano
1702,sorogastua,Jerga,fanfarron,"Dicese de la persona de buen lenguaje que tiene buen sentido de la palabra ,elocuente",https://jergozo.com/diccionario-peruano
1703,sorry,Jerga,Disculpa,Disculpa,https://jergozo.com/diccionario-peruano
1704,sova,Jerga,vaso,Vaso,https://jergozo.com/diccionario-peruano
1705,soy fuga,Jerga,me voy,Me voy.,https://jergozo.com/diccionario-peruano
1706,sto. dgo.,Jerga,estoy drogado,"Abreviatura para la frase ""Estoy drogado"", utilizada en mensajes de texto, por adolescentes que salen de antros para que alguien valla por ellos.",https://jergozo.com/diccionario-peruano
1707,stonazo!!!,Jerga,lo máximo,"Bravaso , locazo, lo maximo pue.",https://jergozo.com/diccionario-peruano
1708,stone,Jerga,drogarse,"Drogarse, consumir drogas, alucinar",https://jergozo.com/diccionario-peruano
1709,suave,Jerga,con cuidado,Recomendacion de tener cuidado con lo que se dice o hace.,https://jergozo.com/diccionario-peruano
1710,suave !,Jerga,con cuidado,"Cuiado , con cuidado",https://jergozo.com/diccionario-peruano
1711,suche,Jerga,arbol,"Súchil, árbol apocináceo.",https://jergozo.com/diccionario-peruano
1712,suelto en plaza,expresión,soltero,"Solo, soltero.",https://jergozo.com/diccionario-peruano
1713,surumpe,Jerga,imflamación en los ojos,Inflamación de los ojos causada por la reverberación del sol en la nieve.,https://jergozo.com/diccionario-peruano
1714,ta mare,Jerga,no puede ser,"Proviene de la frase ""¡puta madre!"", y corta automáticamente la primera sílaba en ""puta"" debido a la velocidad de la mención de dicha frase al hablar. Tiene un uso similar a ""Pucha"", ""Puchas"" y similares derivadas de la frase ""¡puta madre!"". Usado exclusivamente en Perú.",https://jergozo.com/diccionario-peruano
1715,tabas,Jerga,Zapatos,Zapatos,https://jergozo.com/diccionario-peruano
1716,tabazo,Jerga,Patada,Patada,https://jergozo.com/diccionario-peruano
1717,tabernas,Jerga,Zapatos,Zapatos,https://jergozo.com/diccionario-peruano
1718,tacacho,Jerga,comida de la selva,Rico plato típico de la culinaria del perú originario de la selva peruana,https://jergozo.com/diccionario-peruano
1719,tacarpo,Jerga,palo,Palo para ahoyar la tierra.,https://jergozo.com/diccionario-peruano
1720,tache,Jerga,leguminosa medicinal,"Leguminosa medicinal, de la que se extrae el bálsamo de Perú (Mirospermum pubescens, Mirospermum balsamum).",https://jergozo.com/diccionario-peruano
1721,taco,Jerga,billar,Billar. Salón de billar.,https://jergozo.com/diccionario-peruano
1722,tacutacu,Jerga,frejoles,"Frejoles , arroz, aji amarillo en cuadrados, ajos, cebollas",https://jergozo.com/diccionario-peruano
1723,taguampeada,Jerga,fiesta,"Fiesta , tono",https://jergozo.com/diccionario-peruano
1724,taguampear,Jerga,ir de fiesta,"Ir de fiesta o de jarana , divertirse",https://jergozo.com/diccionario-peruano
1725,tahuampeada,Jerga,fiesta,"Fiesta , tono",https://jergozo.com/diccionario-peruano
1726,tahuampear,Jerga,ir de fiesta,"Ir de fiesta o de jarana , divertirse",https://jergozo.com/diccionario-peruano
1727,taita,Jerga,jefe,"Delincuente que manda en los penales, tiene el control de la droga y armas en los centros penitenciarios, respetado por los demás reclusos.",https://jergozo.com/diccionario-peruano
1728,tajador,Jerga,sacapuntas,Afilalápices,https://jergozo.com/diccionario-peruano
1729,tajar,Jerga,Afilar,Afilar.,https://jergozo.com/diccionario-peruano
1730,talán,Jerga,notícia,"Advertir, alertar sobre algo",https://jergozo.com/diccionario-peruano
1731,tallarines,Jerga,fideos,"Fideos, spaguettis.",https://jergozo.com/diccionario-peruano
1732,tamal,Jerga,comida hecha con maíz,"Copio la definición de la RAE: ""Especie de empanada de masa de harina de maíz, envuelta en hojas de plátano o de la mazorca del maíz, y cocida al vapor o en el horno. Las hay de diversas clases, según el manjar que se pone en su interior y los ingredientes que se le agregan."" Los tamales siempre están envueltos en hoja de platano, cuando se envuelven en la panca (hoja) de la mazorca de maíz se les denomina humitas",https://jergozo.com/diccionario-peruano
1733,tamare,Jerga,no puede ser,"Es la contracción de ""puta madre"", es utiliza cuando se está molesto por algo",https://jergozo.com/diccionario-peruano
1734,tambarria,Jerga,Fiesta de negros.,Fiesta de negros.,https://jergozo.com/diccionario-peruano
